11/28/48,88
12/21/48,64
01/23/49,89
02/03/49,78
03/20/49,91
11/02/49,81
12/11/49,90
01/20/50,89
02/05/50,100
03/03/50,61
03/08/50,68
11/12/50,83
12/03/50,95
12/19/50,67
12/31/50,83
01/25/51,90
03/01/51,77
11/09/51,86
12/21/51,103
12/30/51,93
01/13/52,81
02/25/52,108
03/04/52,81
11/08/52,93
11/30/52,91
02/14/53,92
02/26/53,85
02/27/53,98
03/01/53,102
11/19/53,107
11/26/53,88
02/06/54,97
02/08/54,106
02/09/54,70
02/13/54,86
02/22/54,72
02/25/54,72
12/01/54,91
12/25/54,99
01/03/55,76
01/05/55,85
01/13/55,96
01/16/55,106
02/13/55,103
03/09/55,89
03/12/55,86
11/09/55,106
11/12/55,89
11/27/55,99
12/06/55,103
01/18/56,105
01/28/56,85
02/11/56,102
02/17/56,111
03/01/56,102
11/16/56,97
11/27/56,113
12/02/56,106
12/11/56,111
02/06/57,101
02/15/57,104
02/28/57,112
03/12/57,100
03/13/57,114
11/02/57,108
11/08/57,108
11/24/57,98
12/18/57,108
02/04/58,103
02/05/58,102
02/16/58,106
02/24/58,95
03/02/58,102
11/06/58,103
11/15/58,101
12/20/58,99
12/29/58,93
01/04/59,111
01/18/59,119
01/25/59,111
02/07/59,109
03/01/59,100
11/14/59,98
11/15/59,106
12/03/59,109
12/30/59,107
01/05/60,111
01/31/60,104
02/01/60,96
02/20/60,106
02/27/60,109
10/28/60,120
11/09/60,118
11/27/60,106
11/28/60,137
11/29/60,121
12/01/60,114
01/21/61,111
02/26/61,121
02/27/61,88
02/28/61,108
10/19/61,118
10/20/61,115
11/17/61,125
12/01/61,117
12/02/61,129
12/08/61,151
12/29/61,118
01/01/62,114
01/03/62,124
11/03/62,127
11/07/62,132
11/23/62,129
12/14/62,120
12/15/62,113
01/11/63,134
01/12/63,119
02/16/63,118
02/19/63,109
03/02/63,113
03/12/63,110
03/16/63,111
11/02/63,99
11/08/63,93
12/06/63,110
12/08/63,112
01/10/64,89
01/24/64,118
01/25/64,95
01/26/64,108
02/23/64,108
03/07/64,118
03/13/64,112
03/14/64,95
10/23/64,94
11/07/64,130
11/28/64,106
12/26/64,129
01/30/65,109
01/31/65,96
02/12/65,114
02/13/65,129
03/12/65,115
03/20/65,98
10/15/65,122
10/30/65,122
11/19/65,135
11/20/65,133
12/19/65,132
01/14/66,118
01/21/66,109
03/05/66,125
03/19/66,119
03/20/66,124
11/11/66,93
11/19/66,109
12/09/66,118
12/20/66,107
01/05/67,91
01/11/67,141
02/03/67,129
02/21/67,133
03/11/67,125
11/24/67,121
11/25/67,112
01/02/68,118
01/20/68,151
02/09/68,122
02/16/68,116
03/09/68,137
03/13/68,142
11/16/68,19
11/22/68,98
12/20/68,133
02/01/69,106
02/02/69,117
03/02/69,107
03/12/69,85
11/22/69,106
11/28/69,108
12/30/69,100
01/02/70,125
01/22/70,122
02/11/70,125
03/10/70,106
11/28/70,88
12/04/70,123
01/22/71,130
01/30/71,85
02/07/71,119
02/27/71,112
10/31/71,105
11/06/71,105
12/09/71,124
12/17/71,129
02/05/72,108
03/19/72,162
10/27/72,91
12/02/72,112
01/02/73,106
01/26/73,100
01/27/73,122
02/23/73,106
03/28/73,96
12/08/73,111
12/29/73,100
01/04/74,114
03/03/74,108
03/15/74,107
03/16/74,105
10/18/74,105
