
Nov 26, 1953 	 	88  - 80 
Nov 19, 1953 		107 - 79 
Mar 1, 1953 	 	102 - 80 
Feb 27, 1953 	 	98  - 75 
Feb 26, 1953 		85  - 73 
Feb 14, 1953 	 	92  - 84
Nov 30, 1952 	 	91  - 66 
Nov 8, 1952 		93  - 71 
Mar 4, 1952 		81  - 83 		
Feb 25, 1952 	 	108 - 95 
Jan 13, 1952 	 	81  - 88 		
Dec 30, 1951 	 	93  - 64 
Dec 21, 1951 		103 - 105	
Nov 9, 1951 		86  - 98 		
Mar 1, 1951 		77  - 97 		
Jan 25, 1951 		90  - 71 
Dec 31, 1950 	 	83  - 73 
Dec 19, 1950 		67  - 71 		
Dec 3, 1950 	 	95  - 83 
Nov 12, 1950 	 	83  - 70 
Mar 8, 1950 	 	68  - 65 
Mar 3, 1950 		61  - 66 	
Feb 5, 1950 	 	100 - 67
Jan 20, 1950 		89  - 90 	
Dec 11, 1949 	 	90  - 81
Nov 2, 1949 		81  - 69
Mar 20, 1949 	 	91  - 78
Feb 3, 1949 		78  - 76
Jan 23, 1949 	 	89  - 71
Dec 21, 1948 		64  - 72 	
Nov 28, 1948 	 	88  - 67 
